Business_name	Business_phone_number	Business_homepage_URL	Business_Address	Opening_hours	Takes_Reservations	Delivery	TAKE_OUT	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Android_Pay	Accepts_Bitcoin	Good_For	Parking	Bike_Parking	Good_for_Kids	Good_for_Groups	Attire	Ambience	Noise_Level	Alcohol	Outdoor_Seating	Wi_Fi	Has_TV	Caters	Gender_Neutral_Restrooms	contact_US	emails
Doña Mago	(415) 573-8586	donamagomexicanrestaurant.wee…	301 S Van Ness AveSan Francisco, CA 94103 b/t South Van Ness Ave & 15th St Mission	Mon --> 9:00 am - 8:00 pm ; Tue --> 9:00 am - 8:00 pm ; Wed --> NA - NA ; Thu --> 9:00 am - 8:00 pm ; Fri --> 9:00 am - 8:00 pm ; Sat --> 9:00 am - 8:00 pm ; Sun --> 9:00 am - 6:00 pm ;	No	No	Yes	Yes	NA	NA	NA	Breakfast, Brunch, Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	No	No	No	Yes	No	NA	NA	NA
Doña Tere’s Market	NA	NA	2780 21st StSan Francisco, CA 94110 b/t Florida St & Bryant St Mission	Mon --> NA - NA ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> NA - NA ; Fri --> NA - NA ; Sat --> NA - NA ; Sun --> NA - NA ;	No	No	Yes	No	NA	NA	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Loud	No	Yes	No	Yes	No	NA	NA	NA
Dolce Amore	(415) 674-7716	dolceamore.co	1477 Van Ness AveSan Francisco, CA 94109 Lower Pacific Heights	Mon --> NA - NA ; Tue --> 9:00 am - 2:30 pm ; Wed --> NA - NA ; Thu --> 9:00 am - 2:30 pm ; Fri --> 9:00 am - 2:30 pm ; Sat --> 9:00 am - 2:30 pm ; Sun --> 9:00 am - 2:30 pm ;	Yes	Yes	Yes	Yes	NA	NA	NA	Breakfast, Brunch, Lunch	Street	Yes	Yes	Yes	Casual	Classy	Quiet	Beer & Wine Only	Yes	No	No	No	Yes	http://www.dolceamore.co/	NA
Domo	(415) 861-8887	domosf.com	511 Laguna StSan Francisco, CA 94102 b/t Linden St & Fell St Hayes Valley	Mon --> 12:00 pm - 2:30 pm5:30 pm - 10:00 pm ; Tue --> 12:00 pm - 2:30 pm5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 12:00 pm - 2:30 pm5:30 pm - 10:00 pm ; Fri --> 12:00 pm - 2:30 pm5:30 pm - 11:00 pm ; Sat --> 5:30 pm - 11:00 pm ; Sun --> 5:30 pm - 10:00 pm ;	No	No	Yes	Yes	No	NA	NA	Dinner	Street	Yes	No	No	Casual	Intimate	Average	Beer & Wine Only	Yes	No	No	No	Yes	http://domosf.com/	NA
Don Pisto’s	(415) 395-0939	donpistos.com	510 Union StSan Francisco, CA 94133 b/t Bannam Pl & Grant Ave North Beach/Telegraph Hill	Mon --> 5:30 pm - 11:00 pm ; Tue --> 5:30 pm - 11:00 pm ; Wed --> NA - NA ; Thu --> 5:30 pm - 11:00 pm ; Fri --> 5:30 pm - 11:00 pm ; Sat --> 11:00 am - 11:00 pm ; Sun --> 10:00 am - 10:00 pm ;	Yes	No	Yes	Yes	No	No	NA	Dinner	Street	No	No	Yes	Casual	Casual	Loud	Beer & Wine Only	No	No	No	Yes	NA	https://www.donpistos.com/	NA
DOSA on Fillmore	(415) 441-3672	dosasf.com	1700 Fillmore StSan Francisco, CA 94115 b/t Post St & Sutter St Lower Pacific Heights, Japantown	Mon --> 5:30 pm - 10:00 pm ; Tue --> 5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Fri --> 11:30 am - 2:30 pm5:30 pm - 11:00 pm ; Sat --> 11:30 am - 3:00 pm5:30 pm - 11:00 pm ; Sun --> 11:30 am - 3:00 pm5:30 pm - 10:00 pm ;	Yes	No	Yes	Yes	Yes	No	NA	Dinner	Garage, Street	Yes	No	Yes	Casual	Trendy	Average	Full Bar	No	No	No	Yes	NA	http://dosasf.com/group-dining/contact-us/	groupevents@dosasf.com, lisa@rivera-pr.com, catering@dosasf.com
DOSA on Valencia	(415) 642-3672	dosasf.com	995 Valencia StSan Francisco, CA 94110 b/t 21st St & Liberty St Mission	Mon --> 5:30 pm - 10:00 pm ; Tue --> 5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:30 pm - 10:00 pm ; Fri --> 5:30 pm - 11:00 pm ; Sat --> 11:00 am - 3:00 pm5:30 pm - 11:00 pm ; Sun --> 11:00 am - 3:00 pm5:30 pm - 10:00 pm ;	Yes	Yes	Yes	Yes	No	No	No	Dinner	Garage, Street	Yes	No	Yes	Casual	Trendy	Average	Full Bar	No	No	No	Yes	Yes	http://dosasf.com/group-dining/contact-us/	groupevents@dosasf.com, lisa@rivera-pr.com, catering@dosasf.com
Dottie’s True Blue Cafe	(415) 885-2767	dottiestruebluesf.com	28 6th StSan Francisco, CA 94103 b/t Stevenson St & Jessie St SoMa	Mon --> 7:30 am - 3:00 pm ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 7:30 am - 3:00 pm ; Fri --> 7:30 am - 3:00 pm ; Sat --> 7:30 am - 4:00 pm ; Sun --> 7:30 am - 4:00 pm ;	No	No	Yes	Yes	No	No	NA	Breakfast, Brunch	Street	No	Yes	No	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	Yes	http://dottiestruebluesf.com/contact/	NA
DragonEats	(415) 795-1469	dragoneats.com	520 Gough StSan Francisco, CA 94102 b/t Grove St & Fulton St Hayes Valley	Mon --> 11:00 am - 6:00 pm ; Tue --> 11:00 am - 6:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 6:00 pm ; Fri --> 11:00 am - 6:00 pm ; Sat --> 11:00 am - 6:00 pm ; Sun --> 11:00 am - 5:00 pm ;	No	No	Yes	Yes	No	NA	NA	Lunch	Street	Yes	Yes	No	Casual	Casual	Average	No	No	No	No	Yes	Yes	http://dragoneats.com/	NA
DragonEats	(415) 795-1169	dragoneats.com	NA	Mon --> 11:00 am - 4:00 pm ; Tue --> 11:00 am - 4:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 4:00 pm ; Fri --> 11:00 am - 4:00 pm ; Sat --> NA - NA ; Sun --> NA - NA ;	No	No	Yes	Yes	No	No	NA	Lunch	Street	Yes	Yes	No	Casual	Casual	Average	No	No	No	No	No	NA	http://dragoneats.com/	NA
DragonEats	(415) 522-6689	dragoneats.com	NA	Mon --> 11:00 am - 6:00 pm ; Tue --> 11:00 am - 6:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 6:00 pm ; Fri --> 11:00 am - 6:00 pm ; Sat --> 11:00 am - 6:00 pm ; Sun --> 11:00 am - 5:00 pm ;	No	No	Yes	Yes	No	NA	NA	Lunch	Street	Yes	Yes	No	Casual	Casual	Average	No	No	No	No	Yes	NA	http://dragoneats.com/	NA
Duc Loi Supermarket	(415) 551-1772	ducloimarket.com	NA	Mon --> 8:00 am - 8:00 pm ; Tue --> 8:00 am - 8:00 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 8:00 pm ; Fri --> 8:00 am - 8:00 pm ; Sat --> 8:00 am - 8:00 pm ; Sun --> 9:00 am - 8:00 pm ;	No	No	Yes	Yes	No	NA	NA	NA	Street	Yes	Yes	No	Casual	NA	Average	Beer & Wine Only	No	No	No	No	NA	http://www.ducloimarket.com/contact.html	NA
DUM Indian Soul Food	(415) 874-9045	dumsf.com	3111 24th StSan Francisco, CA 94110 b/t Folsom St & Shotwell St Mission	Mon --> NA - NA ; Tue --> 3:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 3:00 pm - 10:00 pm ; Fri --> 11:00 am - 10:00 pm ; Sat --> 11:00 am - 10:00 pm ; Sun --> 11:00 am - 10:00 pm ;	Yes	Yes	Yes	Yes	No	NA	NA	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Trendy	Average	Beer & Wine Only	No	Free	No	Yes	Yes	http://www.dumsf.com/contact-hours-of-operation/	contactdumsf@gmail.com
Duna	(415) 484-1206	duna.kitchen	983 ValenciaSan Francisco, CA 94110 b/t 21st St & Liberty St Mission	Mon --> NA - NA ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 5:30 pm - 9:00 pm ; Fri --> 5:30 pm - 10:00 pm ; Sat --> 5:30 pm - 10:00 pm ; Sun --> 5:30 pm - 9:00 pm ;	No	Yes	Yes	Yes	NA	NA	NA	Dinner	Garage, Street	Yes	No	Yes	Casual	Casual	Quiet	Beer & Wine Only	Yes	No	No	Yes	Yes	https://www.duna.kitchen/	eat@duna.kitc
Durty Nelly’s	(415) 664-2555	NA	2328 Irving StSan Francisco, CA 94122 b/t 24th Ave & 25th Ave Outer Sunset	Mon --> 12:00 pm - 2:00 am ; Tue --> 12:00 pm - 2:00 am ; Wed --> NA - NA ; Thu --> 12:00 pm - 2:00 am ; Fri --> 12:00 pm - 2:00 am ; Sat --> 11:00 am - 2:00 am ; Sun --> 11:00 am - 2:00 am ;	No	No	Yes	Yes	No	NA	NA	Dinner	Street	Yes	No	Yes	Casual	Casual	Average	Full Bar	No	Free	Yes	No	NA	NA	NA
Early To Rise	NA	earlytorise.strikingly.com	1096 Union StSan Francisco, CA 94133 b/t Leavenworth St & Black Pl Russian Hill	Mon --> NA - NA ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> NA - NA ; Fri --> NA - NA ; Sat --> NA - NA ; Sun --> 11:00 am - 12:30 pm1:00 pm - 3:00 pm ;	Yes	No	No	Yes	No	No	No	Brunch	Street	No	Yes	Yes	Casual	Casual	Loud	No	No	No	No	Yes	Yes	http://earlytorise.strikingly.com/	etrbrunch@gmail.com
EatWith	NA	NA	San Francisco, CA 94103 SoMa	Mon --> 5:30 pm - 11:30 pm ; Tue --> 5:30 pm - 11:30 pm ; Wed --> NA - NA ; Thu --> 5:30 pm - 11:30 pm ; Fri --> 5:30 pm - 11:30 pm ; Sat --> 5:30 pm - 11:30 pm ; Sun --> 5:30 pm - 11:30 pm ;	Yes	No	No	Yes	NA	NA	NA	NA	NA	Yes	No	Yes	Dressy	NA	Average	Beer & Wine Only	No	Free	No	No	NA	NA	NA
Ebisu	(415) 566-1770	ebisusushi.com	1283 9th AveSan Francisco, CA 94122 b/t Lincoln Way & Irving St Inner Sunset	Mon --> 11:30 am - 2:00 pm5:00 pm - 10:00 pm ; Tue --> 11:30 am - 2:00 pm5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 2:00 pm5:00 pm - 10:00 pm ; Fri --> 11:30 am - 2:00 pm5:00 pm - 11:00 pm ; Sat --> 12:00 pm - 2:30 pm5:00 pm - 11:00 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	No	No	No	Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	Yes	Yes	https://ebisusushi.com/contact/	info@ebisusushi.com
Eddie’s Cafe	(415) 563-9780	NA	800 Divisadero StSan Francisco, CA 94117 b/t Mcallister St & Fulton St Alamo Square	Mon --> 7:30 am - 3:30 pm ; Tue --> 7:30 am - 3:30 pm ; Wed --> NA - NA ; Thu --> 7:30 am - 3:30 pm ; Fri --> 7:30 am - 3:30 pm ; Sat --> 7:30 am - 3:30 pm ; Sun --> 8:30 am - 3:30 pm ;	No	No	Yes	No	No	No	NA	Breakfast, Brunch	Street	Yes	Yes	No	Casual	Casual	Average	No	No	No	No	No	Yes	NA	NA
Eden Plaza Cafe	(415) 777-4709	NA	600 Harrison StSan Francisco, CA 94107 b/t Vassar Pl & 2nd St SoMa	Mon --> 6:30 am - 3:00 pm ; Tue --> 6:30 am - 3:00 pm ; Wed --> NA - NA ; Thu --> 6:30 am - 3:00 pm ; Fri --> 6:30 am - 3:00 pm ; Sat --> NA - NA ; Sun --> NA - NA ;	No	No	Yes	Yes	No	NA	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	No	Yes	No	No	No	NA	NA	NA
Eight AM	(415) 292-4888	NA	1323 Columbus AveSan Francisco, CA 94133 b/t Leavenworth St & North Point St Russian Hill, Fisherman's Wharf	Mon --> 7:00 am - 2:00 pm ; Tue --> 7:00 am - 2:00 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 2:00 pm ; Fri --> 7:00 am - 2:00 pm ; Sat --> 7:00 am - 2:00 pm ; Sun --> 7:00 am - 2:00 pm ;	No	No	Yes	Yes	Yes	NA	NA	Breakfast, Brunch, Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	No	Yes	No	No	No	Yes	NA	NA
Eiji	(415) 558-8149	NA	317 Sanchez StSan Francisco, CA 94114 b/t 16th St & 17th St Castro	Mon --> NA - NA ; Tue --> 11:30 am - 1:30 pm5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 1:30 pm5:30 pm - 10:00 pm ; Fri --> 11:30 am - 1:30 pm5:30 pm - 10:00 pm ; Sat --> 11:30 am - 1:30 pm5:30 pm - 10:00 pm ; Sun --> 11:30 am - 1:30 pm5:30 pm - 10:00 pm ;	Yes	No	Yes	Yes	No	NA	NA	Dinner	Street	Yes	No	No	Casual	Casual	Quiet	Beer & Wine Only	No	No	No	No	Yes	NA	NA
El Buen Comer	(415) 817-1542	elbuencomersf.com	3435 Mission StSan Francisco, CA 94110 b/t Eugenia Ave & Kingston St Bernal Heights, Mission	Mon --> NA - NA ; Tue --> 11:00 am - 3:00 pm5:00 pm - 9:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 3:00 pm5:00 pm - 9:30 pm ; Fri --> 11:00 am - 3:00 pm5:00 pm - 9:30 pm ; Sat --> 10:00 am - 3:00 pm5:00 pm - 9:30 pm ; Sun --> 10:00 am - 7:00 pm ;	Yes	No	Yes	Yes	No	No	NA	Brunch, Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	Yes	Yes	http://www.elbuencomersf.com/	info@elbuencomersf.com
El Buen Comer	(415) 248-1332	elbuencomersf.com	3861 24th St & SanchezNoe Valley Farmers MarketSan Francisco, CA 94114 SoMa	Mon --> NA - NA ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> NA - NA ; Fri --> NA - NA ; Sat --> 8:00 am - 1:00 pm ; Sun --> NA - NA ;	No	Yes	Yes	Yes	No	NA	No	NA	Street	Yes	Yes	Yes	Casual	NA	Average	No	Yes	No	No	Yes	NA	http://www.elbuencomersf.com/	info@elbuencomersf.com
El Burrito Express	(415) 776-4246	ebxsf.com	1812 Divisadero StSan Francisco, CA 94115 b/t Bush St & Pine St Lower Pacific Heights	Mon --> 10:00 am - 9:00 pm ; Tue --> 10:00 am - 9:00 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 9:00 pm ; Fri --> 10:00 am - 9:00 pm ; Sat --> 10:00 am - 9:00 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	No	No	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	Yes	Yes	http://ebxsf.com/contact.html	orders@ebxcatering.com
El Castillito	(628) 400-5723	NA	136 Church StSan Francisco, CA 94114 b/t Reservoir St & Duboce Ave Duboce Triangle	Mon --> 10:00 am - 11:30 pm ; Tue --> 10:00 am - 11:30 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 11:30 pm ; Fri --> 10:00 am - 12:30 am ; Sat --> 10:00 am - 12:30 am ; Sun --> 10:00 am - 11:30 pm ;	No	No	Yes	No	No	No	NA	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	NA	NA	NA
Elephant Sushi Golden Gate	(415) 359-9001	elephantsushi.com	380 Golden Gate AveSan Francisco, CA 94102 at Larkin St Civic Center	Mon --> NA - NA ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 11:00 am - 2:00 pm ; Fri --> 11:00 am - 2:00 pm ; Sat --> NA - NA ; Sun --> NA - NA ;	Yes	No	Yes	Yes	No	NA	NA	Lunch	Street	Yes	No	No	Casual	Casual	Average	Beer & Wine Only	Yes	Free	Yes	No	Yes	https://elephantsushi.com/	NA
Elephant Sushi	(415) 440-1905	elephantsushi.com	1916 Hyde StSan Francisco, CA 94109 b/t Green St & Delgado Pl Russian Hill	Mon --> NA - NA ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 6:00 pm - 10:00 pm ; Fri --> 6:00 pm - 10:00 pm ; Sat --> 6:00 pm - 10:00 pm ; Sun --> 6:00 pm - 9:30 pm ;	Yes	No	No	Yes	No	NA	NA	NA	Street	No	No	No	Casual	Intimate	Average	Beer & Wine Only	No	No	No	No	NA	https://elephantsushi.com/	NA
Elephant Sushi	(415) 374-7186	elephantsushi.com	705 Geary StSan Francisco, CA 94109 at Leavenworth St Tenderloin	Mon --> NA - NA ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 6:00 pm - 9:30 pm ; Fri --> 6:00 pm - 9:30 pm ; Sat --> 6:00 pm - 9:30 pm ; Sun --> 6:00 pm - 9:30 pm ;	No	No	No	Yes	No	No	NA	Dinner	Street	No	No	No	Casual	Trendy	Average	Beer & Wine Only	No	No	No	No	Yes	https://elephantsushi.com/	NA
El Farolito	(415) 337-5500	elfarolitoinc.com	4817 Mission StSan Francisco, CA 94112 b/t Onondaga Ave & Russia Ave Excelsior	Mon --> 10:00 am - 1:30 am ; Tue --> 10:00 am - 1:30 am ; Wed --> NA - NA ; Thu --> 10:00 am - 1:30 am ; Fri --> 10:00 am - 2:30 am ; Sat --> 10:00 am - 2:30 am ; Sun --> 10:00 am - 1:30 am ;	No	No	Yes	Yes	No	No	NA	Lunch, Dinner, Late Night	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	No	Yes	http://ww17.elfarolitoinc.com/	NA
El Farolito	(415) 824-7877	NA	2779 Mission StSan Francisco, CA 94110 b/t 24th St & 23rd St Mission	Mon --> 10:00 am - 2:30 am ; Tue --> 10:00 am - 2:30 am ; Wed --> NA - NA ; Thu --> 10:00 am - 2:30 am ; Fri --> 10:00 am - 3:30 am ; Sat --> 10:00 am - 3:30 am ; Sun --> 10:00 am - 2:30 am ;	No	No	Yes	No	No	No	NA	Lunch, Dinner, Late Night	Street	Yes	Yes	Yes	Casual	Divey	Loud	Beer & Wine Only	No	No	No	No	Yes	NA	NA
El Farolito	(415) 641-0758	NA	2950 24th StSan Francisco, CA 94110 b/t Alabama St & Harrison St Mission	Mon --> 10:00 am - 1:30 am ; Tue --> 10:00 am - 1:30 am ; Wed --> NA - NA ; Thu --> 10:00 am - 1:30 am ; Fri --> 10:00 am - 2:30 am ; Sat --> 10:00 am - 2:30 am ; Sun --> 10:00 am - 1:30 am ;	No	No	Yes	Yes	No	No	NA	Lunch, Dinner, Late Night	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	Yes	NA	NA
El Gallo Giro Taco Truck	(415) 240-1224	NA	23rd St & Treat AveSan Francisco, CA 94110 Mission	Mon --> 10:00 am - 6:00 pm ; Tue --> 10:00 am - 6:00 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 6:00 pm ; Fri --> 10:00 am - 6:00 pm ; Sat --> 10:00 am - 5:00 pm ; Sun --> NA - NA ;	No	No	Yes	No	No	No	No	NA	Street	Yes	Yes	Yes	Casual	NA	Average	No	Yes	No	No	No	NA	NA	NA
Elixiria	(628) 444-3149	elixiriaonline.com	25 Beale StSan Francisco, CA 94105 b/t Davis St & Market St Financial District, SoMa	Mon --> 6:30 am - 5:30 pm ; Tue --> 6:30 am - 5:30 pm ; Wed --> NA - NA ; Thu --> 6:30 am - 5:30 pm ; Fri --> 6:30 am - 5:30 pm ; Sat --> NA - NA ; Sun --> NA - NA ;	Yes	Yes	Yes	Yes	Yes	Yes	No	Breakfast, Lunch	Garage, Street	Yes	Yes	No	Casual	Casual	Average	No	No	Free	No	Yes	NA	http://elixiriaonline.com/	NA
El Metate Restaurant	(415) 641-7209	elmetatesf.com	2406 Bryant StSan Francisco, CA 94110 b/t 22nd St & 23rd St Mission	Mon --> 10:00 am - 10:00 pm ; Tue --> 10:00 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 10:00 pm ; Fri --> 10:00 am - 10:00 pm ; Sat --> 10:00 am - 10:00 pm ; Sun --> 10:00 am - 10:00 pm ;	No	No	Yes	Yes	No	Yes	NA	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	No	Yes	No	No	Yes	Yes	http://elmetatesf.com/	NA
Elmira Rosticceria	(415) 551-7332	elmirasf.com	154 McAllister StSan Francisco, CA 94102 at Hyde St Civic Center	Mon --> 7:30 am - 2:30 pm ; Tue --> 7:30 am - 2:30 pm ; Wed --> NA - NA ; Thu --> 7:30 am - 2:30 pm ; Fri --> 7:30 am - 2:30 pm ; Sat --> NA - NA ; Sun --> NA - NA ;	No	No	Yes	Yes	Yes	Yes	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	Free	No	Yes	Yes	http://www.elmirasf.com/contact/	patrick@breakingbreadsf.com, info@elmirasf.com
El Norteno Taco Truck	(415) 756-1220	orderelnorteno.com	801 Bryant StSan Francisco, CA 94103 b/t 6th St & Harriet St Mission Bay	Mon --> 7:00 am - 4:00 pm ; Tue --> 7:00 am - 4:00 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 4:00 pm ; Fri --> 7:00 am - 4:00 pm ; Sat --> NA - NA ; Sun --> NA - NA ;	No	No	Yes	Yes	Yes	NA	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	No	No	No	No	Yes	NA	http://orderelnorteno.com/	NA
El Rincón Yucateco	(415) 872-9231	NA	491 O'farrell StSan Francisco, CA 94102 b/t Jones St & Shannon St Tenderloin	Mon --> 10:00 am - 12:00 am ; Tue --> 10:00 am - 12:00 am ; Wed --> NA - NA ; Thu --> 10:00 am - 12:00 am ; Fri --> 10:00 am - 12:00 am ; Sat --> 10:00 am - 12:00 am ; Sun --> 10:00 am - 11:00 pm ;	No	No	Yes	Yes	No	No	NA	Brunch, Lunch, Dinner	Street	Yes	Yes	No	Casual	Divey	Average	No	No	No	Yes	Yes	NA	NA	NA
El Salvador	(415) 864-6668	NA	NA	Mon --> 8:30 am - 8:00 pm ; Tue --> 8:30 am - 8:00 pm ; Wed --> NA - NA ; Thu --> 8:30 am - 8:00 pm ; Fri --> 8:30 am - 8:00 pm ; Sat --> 8:30 am - 8:00 pm ; Sun --> 8:30 am - 8:00 pm ;	No	No	Yes	Yes	No	NA	NA	NA	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	No	NA	NA	NA
El Sur	(415) 530-2803	elsursf.com	300 De Haro StSte 342San Francisco, CA 94103 b/t 17th St & 16th St Potrero Hill	Mon --> 10:00 am - 2:00 pm ; Tue --> 10:00 am - 2:00 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 2:00 pm ; Fri --> 10:00 am - 2:00 pm ; Sat --> NA - NA ; Sun --> NA - NA ;	No	Yes	Yes	Yes	NA	NA	NA	Lunch, Dinner	NA	Yes	Yes	Yes	Casual	Casual	Quiet	No	Yes	No	No	Yes	NA	http://www.elsursf.com/contact/	info@elsursf.com, info@elsur.com
El Techo	(415) 550-6970	eltechosf.com	2518 Mission StSan Francisco, CA 94110 b/t 21st St & 22nd St Mission	Mon --> 4:00 pm - 10:30 pm ; Tue --> 4:00 pm - 10:30 pm ; Wed --> NA - NA ; Thu --> 4:00 pm - 10:30 pm ; Fri --> 4:00 pm - 12:30 am ; Sat --> 11:00 am - 12:30 am ; Sun --> 11:00 am - 10:30 pm ;	No	No	No	Yes	No	No	NA	Brunch	Street	Yes	No	Yes	Casual	Trendy	Loud	Full Bar	Yes	No	No	No	Yes	http://eltechosf.com/contact-us/	info@lolindasf.com, careers@backofthehouseinc.com
El Tomate Restaurant	(415) 401-8766	NA	2904 24th StSan Francisco, CA 94110 b/t Florida St & Alabama St Mission	Mon --> 10:00 am - 8:30 pm ; Tue --> 10:00 am - 8:30 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 8:30 pm ; Fri --> 10:00 am - 8:30 pm ; Sat --> 10:00 am - 8:30 pm ; Sun --> 10:00 am - 8:30 pm ;	Yes	No	Yes	Yes	NA	NA	NA	NA	Street	Yes	Yes	Yes	Casual	Casual	Quiet	Beer & Wine Only	No	Free	Yes	NA	NA	NA	NA
El Tonayense Taco Truck	NA	tonayense.com	1717 Harrison StBest BuySan Francisco, CA 94103 b/t United States Highway 101 & 14th St Mission	Mon --> 9:00 am - 5:00 pm ; Tue --> 9:00 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 9:00 am - 5:00 pm ; Fri --> 9:00 am - 5:00 pm ; Sat --> 9:00 am - 5:00 pm ; Sun --> 9:00 am - 5:00 pm ;	No	No	Yes	Yes	No	No	NA	NA	Street	Yes	Yes	Yes	Casual	Casual	Average	No	No	No	No	Yes	NA	http://tonayense.com/contact-us	NA
El Toro Taqueria	(415) 431-3351	sfeltoro.com	598 Valencia StSan Francisco, CA 94110 b/t 17th St & 16th St Mission	Mon --> 10:00 am - 10:00 pm ; Tue --> 10:00 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 10:00 pm ; Fri --> 10:00 am - 10:00 pm ; Sat --> 10:00 am - 10:00 pm ; Sun --> 10:00 am - 10:00 pm ;	No	Yes	Yes	Yes	No	No	No	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	Free	No	Yes	Yes	NA	NA
Emanuel Coffee	(415) 865-0522	NA	488 Haight StSan Francisco, CA 94117 b/t Webster St & Fillmore St Lower Haight, Hayes Valley	Mon --> 10:00 am - 9:00 pm ; Tue --> 10:00 am - 9:00 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 9:00 pm ; Fri --> 9:00 am - 10:00 pm ; Sat --> 9:00 am - 10:00 pm ; Sun --> 9:00 am - 9:00 pm ;	No	Yes	Yes	Yes	No	No	NA	Breakfast, Brunch, Lunch	Street	Yes	Yes	Yes	Casual	Casual	Quiet	No	No	No	Yes	Yes	Yes	NA	NA
Emmy’s Spaghetti Shack	(415) 206-2086	emmysspaghettishack.com	3230 Mission StSan Francisco, CA 94110 b/t Valencia St & 29th St Bernal Heights, Mission	Mon --> 5:00 pm - 10:00 pm ; Tue --> 5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 10:00 pm ; Fri --> 5:00 pm - 11:00 pm ; Sat --> 5:00 pm - 11:00 pm ; Sun --> 5:00 pm - 10:00 pm ;	Yes	No	Yes	Yes	No	No	No	Dinner	Garage, Street	Yes	Yes	Yes	Casual	Hipster, Casual	Loud	Beer & Wine Only	Yes	Free	No	Yes	Yes	https://www.emmysspaghettishack.com/	dining@emmysspaghettishack.com
Enjoy Vegetarian Restaurant	(415) 682-0826	enjoyveggie.com	754 Kirkham StSan Francisco, CA 94122 b/t 12th Ave & 11th Ave Inner Sunset	Mon --> NA - NA ; Tue --> 11:00 am - 2:30 pm5:00 pm - 9:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 2:30 pm5:00 pm - 9:00 pm ; Fri --> 11:00 am - 2:30 pm5:00 pm - 9:00 pm ; Sat --> 11:00 am - 2:30 pm5:00 pm - 9:00 pm ; Sun --> 11:00 am - 2:30 pm5:00 pm - 9:00 pm ;	Yes	No	Yes	Yes	No	NA	NA	Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	No	No	No	No	No	NA	http://www.enjoyveggie.com/	NA
